customer_id;store_id;first_name;last_name;email;address_id;activebool;create_date;last_update;active
149.0;1.0;VmFsZXJpZQ==;QmxhY2s=;dmFsZXJpZS5ibGFja0BzYWtpbGFjdXN0b21lci5vcmc=;153.0;true;20060214000000;20130526000000;1.0
560.0;1.0;Sm9yZGFu;QXJjaHVsZXRh;am9yZGFuLmFyY2h1bGV0YUBzYWtpbGFjdXN0b21lci5vcmc=;566.0;true;20060214000000;20130526000000;1.0
475.0;2.0;UGVkcm8=;Q2hlc3RudXQ=;cGVkcm8uY2hlc3RudXRAc2FraWxhY3VzdG9tZXIub3Jn;480.0;true;20060214000000;20130526000000;1.0
195.0;1.0;VmFuZXNzYQ==;U2ltcw==;dmFuZXNzYS5zaW1zQHNha2lsYWN1c3RvbWVyLm9yZw==;199.0;true;20060214000000;20130526000000;1.0
287.0;2.0;QmVja3k=;TWlsZXM=;YmVja3kubWlsZXNAc2FraWxhY3VzdG9tZXIub3Jn;292.0;true;20060214000000;20130526000000;1.0
221.0;1.0;QmVzc2ll;TW9ycmlzb24=;YmVzc2llLm1vcnJpc29uQHNha2lsYWN1c3RvbWVyLm9yZw==;225.0;true;20060214000000;20130526000000;1.0
135.0;2.0;SnVhbml0YQ==;TWFzb24=;anVhbml0YS5tYXNvbkBzYWtpbGFjdXN0b21lci5vcmc=;139.0;true;20060214000000;20130526000000;1.0
485.0;1.0;Q2x5ZGU=;VG9iaWFz;Y2x5ZGUudG9iaWFzQHNha2lsYWN1c3RvbWVyLm9yZw==;490.0;true;20060214000000;20130526000000;1.0
50.0;1.0;RGlhbmU=;Q29sbGlucw==;ZGlhbmUuY29sbGluc0BzYWtpbGFjdXN0b21lci5vcmc=;54.0;true;20060214000000;20130526000000;1.0
561.0;2.0;SWFu;U3RpbGw=;aWFuLnN0aWxsQHNha2lsYWN1c3RvbWVyLm9yZw==;567.0;true;20060214000000;20130526000000;1.0
552.0;2.0;SHVnaA==;V2FsZHJvcA==;aHVnaC53YWxkcm9wQHNha2lsYWN1c3RvbWVyLm9yZw==;558.0;true;20060214000000;20130526000000;1.0
453.0;1.0;Q2Fsdmlu;TWFydGVs;Y2FsdmluLm1hcnRlbEBzYWtpbGFjdXN0b21lci5vcmc=;458.0;true;20060214000000;20130526000000;1.0
2.0;1.0;UGF0cmljaWE=;Sm9obnNvbg==;cGF0cmljaWEuam9obnNvbkBzYWtpbGFjdXN0b21lci5vcmc=;6.0;true;20060214000000;20130526000000;1.0
33.0;2.0;QW5uYQ==;SGlsbA==;YW5uYS5oaWxsQHNha2lsYWN1c3RvbWVyLm9yZw==;37.0;true;20060214000000;20130526000000;1.0
105.0;1.0;RGF3bg==;U3VsbGl2YW4=;ZGF3bi5zdWxsaXZhbkBzYWtpbGFjdXN0b21lci5vcmc=;109.0;true;20060214000000;20130526000000;1.0
568.0;2.0;QWxiZXJ0bw==;SGVubmluZw==;YWxiZXJ0by5oZW5uaW5nQHNha2lsYWN1c3RvbWVyLm9yZw==;574.0;true;20060214000000;20130526000000;1.0
60.0;1.0;TWlsZHJlZA==;QmFpbGV5;bWlsZHJlZC5iYWlsZXlAc2FraWxhY3VzdG9tZXIub3Jn;64.0;true;20060214000000;20130526000000;1.0
266.0;2.0;Tm9yYQ==;SGVycmVyYQ==;bm9yYS5oZXJyZXJhQHNha2lsYWN1c3RvbWVyLm9yZw==;271.0;true;20060214000000;20130526000000;1.0
440.0;1.0;QmVybmFyZA==;Q29sYnk=;YmVybmFyZC5jb2xieUBzYWtpbGFjdXN0b21lci5vcmc=;445.0;true;20060214000000;20130526000000;1.0
44.0;1.0;TWFyaWU=;VHVybmVy;bWFyaWUudHVybmVyQHNha2lsYWN1c3RvbWVyLm9yZw==;48.0;true;20060214000000;20130526000000;1.0
491.0;2.0;Umljaw==;TWF0dG94;cmljay5tYXR0b3hAc2FraWxhY3VzdG9tZXIub3Jn;496.0;true;20060214000000;20130526000000;1.0
209.0;2.0;VG9ueWE=;Q2hhcG1hbg==;dG9ueWEuY2hhcG1hbkBzYWtpbGFjdXN0b21lci5vcmc=;213.0;true;20060214000000;20130526000000;1.0
349.0;2.0;Sm9l;R2lsbGlsYW5k;am9lLmdpbGxpbGFuZEBzYWtpbGFjdXN0b21lci5vcmc=;354.0;true;20060214000000;20130526000000;1.0
298.0;1.0;RXJpa2E=;UGVuYQ==;ZXJpa2EucGVuYUBzYWtpbGFjdXN0b21lci5vcmc=;303.0;true;20060214000000;20130526000000;1.0
278.0;2.0;QmlsbGll;SG9ydG9u;YmlsbGllLmhvcnRvbkBzYWtpbGFjdXN0b21lci5vcmc=;283.0;true;20060214000000;20130526000000;1.0
118.0;1.0;S2lt;Q3J1eg==;a2ltLmNydXpAc2FraWxhY3VzdG9tZXIub3Jn;122.0;true;20060214000000;20130526000000;1.0
351.0;1.0;SmFjaw==;Rm91c3Q=;amFjay5mb3VzdEBzYWtpbGFjdXN0b21lci5vcmc=;356.0;true;20060214000000;20130526000000;1.0
229.0;1.0;VGFtYXJh;Tmd1eWVu;dGFtYXJhLm5ndXllbkBzYWtpbGFjdXN0b21lci5vcmc=;233.0;true;20060214000000;20130526000000;1.0
4.0;2.0;QmFyYmFyYQ==;Sm9uZXM=;YmFyYmFyYS5qb25lc0BzYWtpbGFjdXN0b21lci5vcmc=;8.0;true;20060214000000;20130526000000;1.0
358.0;2.0;U2FtdWVs;TWFybG93;c2FtdWVsLm1hcmxvd0BzYWtpbGFjdXN0b21lci5vcmc=;363.0;true;20060214000000;20130526000000;1.0
13.0;2.0;S2FyZW4=;SmFja3Nvbg==;a2FyZW4uamFja3NvbkBzYWtpbGFjdXN0b21lci5vcmc=;17.0;true;20060214000000;20130526000000;1.0
357.0;1.0;S2VpdGg=;Umljbw==;a2VpdGgucmljb0BzYWtpbGFjdXN0b21lci5vcmc=;362.0;true;20060214000000;20130526000000;1.0
61.0;2.0;S2F0aGVyaW5l;Uml2ZXJh;a2F0aGVyaW5lLnJpdmVyYUBzYWtpbGFjdXN0b21lci5vcmc=;65.0;true;20060214000000;20130526000000;1.0
310.0;2.0;RGFuaWVs;Q2FicmFs;ZGFuaWVsLmNhYnJhbEBzYWtpbGFjdXN0b21lci5vcmc=;315.0;true;20060214000000;20130526000000;1.0
62.0;1.0;Sm9hbg==;Q29vcGVy;am9hbi5jb29wZXJAc2FraWxhY3VzdG9tZXIub3Jn;66.0;true;20060214000000;20130526000000;1.0
181.0;2.0;QW5h;QnJhZGxleQ==;YW5hLmJyYWRsZXlAc2FraWxhY3VzdG9tZXIub3Jn;185.0;true;20060214000000;20130526000000;1.0
442.0;1.0;TGVyb3k=;QnVzdGFtYW50ZQ==;bGVyb3kuYnVzdGFtYW50ZUBzYWtpbGFjdXN0b21lci5vcmc=;447.0;true;20060214000000;20130526000000;1.0
69.0;2.0;SnVkeQ==;R3JheQ==;anVkeS5ncmF5QHNha2lsYWN1c3RvbWVyLm9yZw==;73.0;true;20060214000000;20130526000000;1.0
361.0;2.0;TGF3cmVuY2U=;TGF3dG9u;bGF3cmVuY2UubGF3dG9uQHNha2lsYWN1c3RvbWVyLm9yZw==;366.0;true;20060214000000;20130526000000;1.0
80.0;1.0;TWFyaWx5bg==;Um9zcw==;bWFyaWx5bi5yb3NzQHNha2lsYWN1c3RvbWVyLm9yZw==;84.0;true;20060214000000;20130526000000;1.0
566.0;1.0;Q2FzZXk=;TWVuYQ==;Y2FzZXkubWVuYUBzYWtpbGFjdXN0b21lci5vcmc=;572.0;true;20060214000000;20130526000000;1.0
155.0;1.0;R2FpbA==;S25pZ2h0;Z2FpbC5rbmlnaHRAc2FraWxhY3VzdG9tZXIub3Jn;159.0;true;20060214000000;20130526000000;1.0
185.0;1.0;Um9iZXJ0YQ==;SGFycGVy;cm9iZXJ0YS5oYXJwZXJAc2FraWxhY3VzdG9tZXIub3Jn;189.0;true;20060214000000;20130526000000;1.0
469.0;2.0;V2VzbGV5;QnVsbA==;d2VzbGV5LmJ1bGxAc2FraWxhY3VzdG9tZXIub3Jn;474.0;true;20060214000000;20130526000000;1.0
207.0;1.0;R2VydHJ1ZGU=;Q2FzdGlsbG8=;Z2VydHJ1ZGUuY2FzdGlsbG9Ac2FraWxhY3VzdG9tZXIub3Jn;211.0;true;20060214000000;20130526000000;1.0
592.0;1.0;VGVycmFuY2U=;Um91c2g=;dGVycmFuY2Uucm91c2hAc2FraWxhY3VzdG9tZXIub3Jn;598.0;true;20060214000000;20130526000000;0.0
97.0;2.0;QW5uaWU=;UnVzc2VsbA==;YW5uaWUucnVzc2VsbEBzYWtpbGFjdXN0b21lci5vcmc=;101.0;true;20060214000000;20130526000000;1.0
538.0;2.0;VGVk;QnJlYXV4;dGVkLmJyZWF1eEBzYWtpbGFjdXN0b21lci5vcmc=;544.0;true;20060214000000;20130526000000;1.0
277.0;2.0;T2xnYQ==;SmltZW5leg==;b2xnYS5qaW1lbmV6QHNha2lsYWN1c3RvbWVyLm9yZw==;282.0;true;20060214000000;20130526000000;1.0
94.0;1.0;Tm9ybWE=;R29uemFsZXM=;bm9ybWEuZ29uemFsZXNAc2FraWxhY3VzdG9tZXIub3Jn;98.0;true;20060214000000;20130526000000;1.0
447.0;1.0;Q2xpZmZvcmQ=;Qm93ZW5z;Y2xpZmZvcmQuYm93ZW5zQHNha2lsYWN1c3RvbWVyLm9yZw==;452.0;true;20060214000000;20130526000000;1.0
437.0;2.0;UmFuZGFsbA==;TmV1bWFubg==;cmFuZGFsbC5uZXVtYW5uQHNha2lsYWN1c3RvbWVyLm9yZw==;442.0;true;20060214000000;20130526000000;1.0
245.0;1.0;Q291cnRuZXk=;RGF5;Y291cnRuZXkuZGF5QHNha2lsYWN1c3RvbWVyLm9yZw==;249.0;true;20060214000000;20130526000000;1.0
274.0;1.0;TmFvbWk=;SmVubmluZ3M=;bmFvbWkuamVubmluZ3NAc2FraWxhY3VzdG9tZXIub3Jn;279.0;true;20060214000000;20130526000000;1.0
246.0;1.0;TWFyaWFu;TWVuZG96YQ==;bWFyaWFuLm1lbmRvemFAc2FraWxhY3VzdG9tZXIub3Jn;250.0;true;20060214000000;20130526000000;1.0
168.0;1.0;UmVnaW5h;QmVycnk=;cmVnaW5hLmJlcnJ5QHNha2lsYWN1c3RvbWVyLm9yZw==;172.0;true;20060214000000;20130526000000;1.0
388.0;2.0;Q3JhaWc=;TW9ycmVsbA==;Y3JhaWcubW9ycmVsbEBzYWtpbGFjdXN0b21lci5vcmc=;393.0;true;20060214000000;20130526000000;1.0
129.0;1.0;Q2Fycmll;UG9ydGVy;Y2FycmllLnBvcnRlckBzYWtpbGFjdXN0b21lci5vcmc=;133.0;true;20060214000000;20130526000000;1.0
498.0;1.0;R2VuZQ==;U2FuYm9ybg==;Z2VuZS5zYW5ib3JuQHNha2lsYWN1c3RvbWVyLm9yZw==;503.0;true;20060214000000;20130526000000;1.0
203.0;1.0;VGFyYQ==;Unlhbg==;dGFyYS5yeWFuQHNha2lsYWN1c3RvbWVyLm9yZw==;207.0;true;20060214000000;20130526000000;1.0
342.0;1.0;SGFyb2xk;TWFydGlubw==;aGFyb2xkLm1hcnRpbm9Ac2FraWxhY3VzdG9tZXIub3Jn;347.0;true;20060214000000;20130526000000;1.0
415.0;1.0;R2xlbm4=;UHVsbGVu;Z2xlbm4ucHVsbGVuQHNha2lsYWN1c3RvbWVyLm9yZw==;420.0;true;20060214000000;20130526000000;1.0
247.0;1.0;U3RlbGxh;TW9yZW5v;c3RlbGxhLm1vcmVub0BzYWtpbGFjdXN0b21lci5vcmc=;251.0;true;20060214000000;20130526000000;1.0
1.0;1.0;TWFyeQ==;U21pdGg=;bWFyeS5zbWl0aEBzYWtpbGFjdXN0b21lci5vcmc=;5.0;true;20060214000000;20130526000000;1.0
480.0;1.0;Q29yZXk=;SGF1c2Vy;Y29yZXkuaGF1c2VyQHNha2lsYWN1c3RvbWVyLm9yZw==;485.0;true;20060214000000;20130526000000;1.0
211.0;1.0;U3RhY2V5;TW9udGdvbWVyeQ==;c3RhY2V5Lm1vbnRnb21lcnlAc2FraWxhY3VzdG9tZXIub3Jn;215.0;true;20060214000000;20130526000000;1.0
470.0;1.0;R29yZG9u;QWxsYXJk;Z29yZG9uLmFsbGFyZEBzYWtpbGFjdXN0b21lci5vcmc=;475.0;true;20060214000000;20130526000000;1.0
29.0;2.0;QW5nZWxh;SGVybmFuZGV6;YW5nZWxhLmhlcm5hbmRlekBzYWtpbGFjdXN0b21lci5vcmc=;33.0;true;20060214000000;20130526000000;1.0
432.0;1.0;RWR3aW4=;QnVyaw==;ZWR3aW4uYnVya0BzYWtpbGFjdXN0b21lci5vcmc=;437.0;true;20060214000000;20130526000000;1.0
511.0;1.0;Q2hlc3Rlcg==;QmVubmVy;Y2hlc3Rlci5iZW5uZXJAc2FraWxhY3VzdG9tZXIub3Jn;516.0;true;20060214000000;20130526000000;1.0
533.0;1.0;SmVzc2ll;TWlsYW0=;amVzc2llLm1pbGFtQHNha2lsYWN1c3RvbWVyLm9yZw==;539.0;true;20060214000000;20130526000000;1.0
286.0;1.0;VmVsbWE=;THVjYXM=;dmVsbWEubHVjYXNAc2FraWxhY3VzdG9tZXIub3Jn;291.0;true;20060214000000;20130526000000;1.0
165.0;2.0;TG9ycmFpbmU=;U3RlcGhlbnM=;bG9ycmFpbmUuc3RlcGhlbnNAc2FraWxhY3VzdG9tZXIub3Jn;169.0;true;20060214000000;20130526000000;1.0
547.0;1.0;S3VydA==;RW1tb25z;a3VydC5lbW1vbnNAc2FraWxhY3VzdG9tZXIub3Jn;553.0;true;20060214000000;20130526000000;1.0
443.0;2.0;RnJhbmNpc2Nv;U2tpZG1vcmU=;ZnJhbmNpc2NvLnNraWRtb3JlQHNha2lsYWN1c3RvbWVyLm9yZw==;448.0;true;20060214000000;20130526000000;1.0
319.0;2.0;Um9uYWxk;V2VpbmVy;cm9uYWxkLndlaW5lckBzYWtpbGFjdXN0b21lci5vcmc=;324.0;true;20060214000000;20130526000000;1.0
167.0;2.0;U2FsbHk=;UGllcmNl;c2FsbHkucGllcmNlQHNha2lsYWN1c3RvbWVyLm9yZw==;171.0;true;20060214000000;20130526000000;1.0
452.0;1.0;VG9t;TWlsbmVy;dG9tLm1pbG5lckBzYWtpbGFjdXN0b21lci5vcmc=;457.0;true;20060214000000;20130526000000;1.0
366.0;1.0;QnJhbmRvbg==;SHVleQ==;YnJhbmRvbi5odWV5QHNha2lsYWN1c3RvbWVyLm9yZw==;371.0;true;20060214000000;20130526000000;1.0
354.0;2.0;SnVzdGlu;Tmdv;anVzdGluLm5nb0BzYWtpbGFjdXN0b21lci5vcmc=;359.0;true;20060214000000;20130526000000;1.0
340.0;1.0;UGF0cmljaw==;TmV3c29t;cGF0cmljay5uZXdzb21Ac2FraWxhY3VzdG9tZXIub3Jn;345.0;true;20060214000000;20130526000000;1.0
416.0;2.0;SmVmZmVyeQ==;UGluc29u;amVmZmVyeS5waW5zb25Ac2FraWxhY3VzdG9tZXIub3Jn;421.0;true;20060214000000;20130526000000;1.0
250.0;2.0;Sm8=;Rm93bGVy;am8uZm93bGVyQHNha2lsYWN1c3RvbWVyLm9yZw==;254.0;true;20060214000000;20130526000000;1.0
18.0;2.0;Q2Fyb2w=;R2FyY2lh;Y2Fyb2wuZ2FyY2lhQHNha2lsYWN1c3RvbWVyLm9yZw==;22.0;true;20060214000000;20130526000000;1.0
83.0;1.0;TG91aXNl;SmVua2lucw==;bG91aXNlLmplbmtpbnNAc2FraWxhY3VzdG9tZXIub3Jn;87.0;true;20060214000000;20130526000000;1.0
74.0;1.0;RGVuaXNl;S2VsbHk=;ZGVuaXNlLmtlbGx5QHNha2lsYWN1c3RvbWVyLm9yZw==;78.0;true;20060214000000;20130526000000;1.0
514.0;2.0;RnJhbmtsaW4=;VHJvdXRtYW4=;ZnJhbmtsaW4udHJvdXRtYW5Ac2FraWxhY3VzdG9tZXIub3Jn;520.0;true;20060214000000;20130526000000;1.0
151.0;2.0;TWVnYW4=;UGFsbWVy;bWVnYW4ucGFsbWVyQHNha2lsYWN1c3RvbWVyLm9yZw==;155.0;true;20060214000000;20130526000000;1.0
177.0;2.0;U2FtYW50aGE=;RHVuY2Fu;c2FtYW50aGEuZHVuY2FuQHNha2lsYWN1c3RvbWVyLm9yZw==;181.0;true;20060214000000;20130526000000;1.0
117.0;1.0;RWRpdGg=;TWNkb25hbGQ=;ZWRpdGgubWNkb25hbGRAc2FraWxhY3VzdG9tZXIub3Jn;121.0;true;20060214000000;20130526000000;1.0
550.0;2.0;R3V5;QnJvd25sZWU=;Z3V5LmJyb3dubGVlQHNha2lsYWN1c3RvbWVyLm9yZw==;556.0;true;20060214000000;20130526000000;1.0
379.0;1.0;Q2FybG9z;Q291Z2hsaW4=;Y2FybG9zLmNvdWdobGluQHNha2lsYWN1c3RvbWVyLm9yZw==;384.0;true;20060214000000;20130526000000;1.0
273.0;2.0;UHJpc2NpbGxh;TG93ZQ==;cHJpc2NpbGxhLmxvd2VAc2FraWxhY3VzdG9tZXIub3Jn;278.0;true;20060214000000;20130526000000;1.0
352.0;1.0;QWxiZXJ0;Q3JvdXNl;YWxiZXJ0LmNyb3VzZUBzYWtpbGFjdXN0b21lci5vcmc=;357.0;true;20060214000000;20130526000000;1.0
127.0;2.0;RWxhaW5l;U3RldmVucw==;ZWxhaW5lLnN0ZXZlbnNAc2FraWxhY3VzdG9tZXIub3Jn;131.0;true;20060214000000;20130526000000;1.0
551.0;2.0;Q2xheXRvbg==;QmFyYmVl;Y2xheXRvbi5iYXJiZWVAc2FraWxhY3VzdG9tZXIub3Jn;557.0;true;20060214000000;20130526000000;1.0
346.0;1.0;QXJ0aHVy;U2ltcGtpbnM=;YXJ0aHVyLnNpbXBraW5zQHNha2lsYWN1c3RvbWVyLm9yZw==;351.0;true;20060214000000;20130526000000;1.0
583.0;1.0;TWFyc2hhbGw=;VGhvcm4=;bWFyc2hhbGwudGhvcm5Ac2FraWxhY3VzdG9tZXIub3Jn;589.0;true;20060214000000;20130526000000;1.0
280.0;2.0;VHJhY2V5;QmFycmV0dA==;dHJhY2V5LmJhcnJldHRAc2FraWxhY3VzdG9tZXIub3Jn;285.0;true;20060214000000;20130526000000;1.0
540.0;1.0;VHlyb25l;QXNoZXI=;dHlyb25lLmFzaGVyQHNha2lsYWN1c3RvbWVyLm9yZw==;546.0;true;20060214000000;20130526000000;1.0
253.0;1.0;VGVycnk=;Q2FybHNvbg==;dGVycnkuY2FybHNvbkBzYWtpbGFjdXN0b21lci5vcmc=;258.0;true;20060214000000;20130526000000;1.0
395.0;2.0;Sm9obm55;VHVycGlu;am9obm55LnR1cnBpbkBzYWtpbGFjdXN0b21lci5vcmc=;400.0;true;20060214000000;20130526000000;1.0
63.0;1.0;QXNobGV5;UmljaGFyZHNvbg==;YXNobGV5LnJpY2hhcmRzb25Ac2FraWxhY3VzdG9tZXIub3Jn;67.0;true;20060214000000;20130526000000;1.0
322.0;1.0;SmFzb24=;TW9ycmlzc2V5;amFzb24ubW9ycmlzc2V5QHNha2lsYWN1c3RvbWVyLm9yZw==;327.0;true;20060214000000;20130526000000;1.0
535.0;1.0;SmF2aWVy;RWxyb2Q=;amF2aWVyLmVscm9kQHNha2lsYWN1c3RvbWVyLm9yZw==;541.0;true;20060214000000;20130526000000;1.0
35.0;2.0;VmlyZ2luaWE=;R3JlZW4=;dmlyZ2luaWEuZ3JlZW5Ac2FraWxhY3VzdG9tZXIub3Jn;39.0;true;20060214000000;20130526000000;1.0
441.0;1.0;TWFyaW8=;Q2hlYXRoYW0=;bWFyaW8uY2hlYXRoYW1Ac2FraWxhY3VzdG9tZXIub3Jn;446.0;true;20060214000000;20130526000000;1.0
37.0;1.0;UGFtZWxh;QmFrZXI=;cGFtZWxhLmJha2VyQHNha2lsYWN1c3RvbWVyLm9yZw==;41.0;true;20060214000000;20130526000000;1.0
309.0;1.0;Q2hyaXN0b3BoZXI=;R3JlY28=;Y2hyaXN0b3BoZXIuZ3JlY29Ac2FraWxhY3VzdG9tZXIub3Jn;314.0;true;20060214000000;20130526000000;1.0
157.0;2.0;RGFybGVuZQ==;Um9zZQ==;ZGFybGVuZS5yb3NlQHNha2lsYWN1c3RvbWVyLm9yZw==;161.0;true;20060214000000;20130526000000;1.0
186.0;2.0;SG9sbHk=;Rm94;aG9sbHkuZm94QHNha2lsYWN1c3RvbWVyLm9yZw==;190.0;true;20060214000000;20130526000000;1.0
109.0;2.0;RWRuYQ==;V2VzdA==;ZWRuYS53ZXN0QHNha2lsYWN1c3RvbWVyLm9yZw==;113.0;true;20060214000000;20130526000000;1.0
315.0;2.0;S2VubmV0aA==;R29vZGVu;a2VubmV0aC5nb29kZW5Ac2FraWxhY3VzdG9tZXIub3Jn;320.0;true;20060214000000;20130526000000;0.0
223.0;1.0;TWVsaW5kYQ==;RmVybmFuZGV6;bWVsaW5kYS5mZXJuYW5kZXpAc2FraWxhY3VzdG9tZXIub3Jn;227.0;true;20060214000000;20130526000000;1.0
241.0;2.0;SGVpZGk=;TGFyc29u;aGVpZGkubGFyc29uQHNha2lsYWN1c3RvbWVyLm9yZw==;245.0;true;20060214000000;20130526000000;0.0
102.0;1.0;Q3J5c3RhbA==;Rm9yZA==;Y3J5c3RhbC5mb3JkQHNha2lsYWN1c3RvbWVyLm9yZw==;106.0;true;20060214000000;20130526000000;1.0
91.0;2.0;TG9pcw==;QnV0bGVy;bG9pcy5idXRsZXJAc2FraWxhY3VzdG9tZXIub3Jn;95.0;true;20060214000000;20130526000000;1.0
255.0;2.0;SXJtYQ==;UGVhcnNvbg==;aXJtYS5wZWFyc29uQHNha2lsYWN1c3RvbWVyLm9yZw==;260.0;true;20060214000000;20130526000000;1.0
503.0;1.0;QW5nZWw=;QmFyY2xheQ==;YW5nZWwuYmFyY2xheUBzYWtpbGFjdXN0b21lci5vcmc=;508.0;true;20060214000000;20130526000000;1.0
471.0;1.0;RGVhbg==;U2F1ZXI=;ZGVhbi5zYXVlckBzYWtpbGFjdXN0b21lci5vcmc=;476.0;true;20060214000000;20130526000000;1.0
28.0;1.0;Q3ludGhpYQ==;WW91bmc=;Y3ludGhpYS55b3VuZ0BzYWtpbGFjdXN0b21lci5vcmc=;32.0;true;20060214000000;20130526000000;1.0
249.0;2.0;RG9yYQ==;TWVkaW5h;ZG9yYS5tZWRpbmFAc2FraWxhY3VzdG9tZXIub3Jn;253.0;true;20060214000000;20130526000000;1.0
362.0;1.0;TmljaG9sYXM=;QmFyZmllbGQ=;bmljaG9sYXMuYmFyZmllbGRAc2FraWxhY3VzdG9tZXIub3Jn;367.0;true;20060214000000;20130526000000;1.0
248.0;1.0;Q2Fyb2xpbmU=;Qm93bWFu;Y2Fyb2xpbmUuYm93bWFuQHNha2lsYWN1c3RvbWVyLm9yZw==;252.0;true;20060214000000;20130526000000;1.0
